r/R,Contour file,Aero file
0.0,naca4412.csv,n4412-50000.csv
0.368421052631579,naca4412.csv,n4412-50000.csv
0.6842105263157894,naca4412.csv,n4412-50000.csv
0.8947368421052632,naca4412.csv,n4412-50000.csv
1.0,naca4412.csv,n4412-50000.csv
